operation_id,operation_name,location_address,corrected_date,narrative,county,number_descriptions ,technical_assistance,operation_type
265974,Berean Academy,2020 MARTIN LUTHER KING BLVD  PALESTINE TX- 75803 7902,7/21/16,A caregiver has hit children with her hand.,ANDERSON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
744508,Future Minds Child Care of Belton,306A E AVENUE C  BELTON TX- 76513 3512,7/21/16,Based on information obtained through interviews it was found inappropriate forms of discipline are used by caregivers.,BELL,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
199535,Childrens Courtyard,8001 PARKWOOD BLVD  PLANO TX- 75024 5825,7/21/17,A caregiver was observed popping/hitting a child with the hand because they did not go down for nap.,COLLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
96025,La Petite Academy-Forest Hill,7300 FOREST HILL DR  FOREST HILL TX- 76140 2029,7/21/17,It was determined after the investigation that the caregiver did pinch a child while the child was having a tantrum in the classroom and not following directions.  The child was able to give the accounts of how and who did this.,TARRANT,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
255447,Union Christian Academy,3312 S POLK ST  DALLAS TX- 75224 3802,7/21/17,"Based on information obtained, it was determined that a child was inappropriately disciplined when a caregiver hit the child with their hand.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
255447,Union Christian Academy,3312 S POLK ST  DALLAS TX- 75224 3802,7/21/17,"Based on information obtained, there is reason to believe for physical abuse.",DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1101823,Candyland Aldine,2111 ALDINE MAIL RTE  HOUSTON TX- 77039 5503,7/22/16,Based on the information provided a child in care was dragged across the floor by a caregiver when he refused lunch. This type of discipline is prohibited.     Note:The careigver has been terminated due to their actions.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
110320,Hallsville CDC,600 E MAIN ST  HALLSVILLE TX- 75650 5177,7/22/16,The caregiver used prohibited punishment when she grabbed a child in care by picking him up and slamming him against the wall leaving nail marks and bruises on the child's arms.,HARRISON,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
110320,Hallsville CDC,600 E MAIN ST  HALLSVILLE TX- 75650 5177,7/22/16,There is significant evidence that a caregiver physically abused a child in care.,HARRISON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
96806,La Petite Academy,1810 W 18TH ST  HOUSTON TX- 77008 1204,7/22/16,"Based on information obtained during this investigation, there is sufficient evidence to support a two year old child was left alone unsupervised outside on the playground for approximately one hour.",HARRIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
557628,Redeemer's Christian Academy,13406 BEECHNUT ST  HOUSTON TX- 77083 6053,7/22/16,Inappropriate discipline was used when a child was hit on the ear by a staff member.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1187894,Austin Eco Bilingual School,8707 MOUNTAIN CREST DR  AUSTIN TX- 78735 8027,7/24/17,"During an investigation it was found that a caregiver grabbed a child by the arm, leaving finger marks.",TRAVIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1187894,Austin Eco Bilingual School,8707 MOUNTAIN CREST DR  AUSTIN TX- 78735 8027,7/24/17,During an investigation it was found that there is sufficient evidence that a child was abused while in care.,TRAVIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
646588,Wee Care Youth & Recreation Center,1670 N HAMPTON RD STE 115&116 DESOTO TX- 75115 8302,7/24/17,It was disclosed by a two caregivers and a child that discipline consist of children having to stand in a squatting postion as a form of discipline.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
318303,Margaret H Cone Head Start Center,2919 TROY ST  DALLAS TX- 75210 1364,7/25/17,"This standard was evaluated and found to be deficient. based on observation of video of the incident, it was determined that the caregiver used a form of prohibited punishment.",DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
150209,Mary Jo Gorden Child Development Center,3402 DANIEL MCCALL DR  LUFKIN TX- 75904 7186,7/25/17,A caregiver placed her arm around the neck/shoulder area of a child and drug him across the room to sit for a time out.,ANGELINA,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1154082,New Beginnings Childcare Academy,5535 BUFFALO GAP RD  ABILENE TX- 79606 4125,7/25/17,The caregiver used prohibited punishment at the operation.,TAYLOR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1154082,New Beginnings Childcare Academy,5535 BUFFALO GAP RD  ABILENE TX- 79606 4125,7/25/17,A caregiver physically abused children in care at the operation.,TAYLOR,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
351531,Childcare Network  #171,703 S CEDAR RIDGE DR  DUNCANVILLE TX- 75137 2203,7/26/17,Based on information gather it is Reason-To-Believe neglect occurred.,DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
168264,Discovery House,105 TERRACE DR  DESOTO TX- 75115 5752,7/27/16,A child received a scratch scratch behind his ear and his was pulled. The child arm was grab and hand was squeezed tightly.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
95448,Emanuel's Lutheran Day School,310 N TRAVIS ST  SEGUIN TX- 78155 5536,7/27/16,Based on the information gathered the caregiver in the two year old classroom slapped three children on the back of the hand.,GUADALUPE,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
577230,Magical Moments Daycare Center,4328 WILBARGER ST  FORT WORTH TX- 76119 4043,7/27/17,This standard was evaluated as the result of a report that was called in and was found to be deficient.    A caregiver pinched a child.  The caregiver was terminated and is no longer at the operation.,TARRANT,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
329691,"Mi Casita Montessori School, Inc.",754 CADDO ST  CORPUS CHRISTI TX- 78412 2906,7/27/17,"A caregiver inappropriately disciplined a preschool age child when the caregiver placed her hand on the back of the child's head and put the child's head on the table.  The caregiver had the child remain that way for approximately 4 minutes until the child was ready to focus on his work and do the activity.  Based on information gathered, the child turned his face to the side.",NUECES,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
142808,MT Ararat Child Development Center,5739 W MONTGOMERY RD  HOUSTON TX- 77091 4229,7/27/17,"Based on information obtained during this investigation, there is sufficient evidence to support the allegation that a caregiver pushed a child in care.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1162380,Bright Horizons at Medical City Dallas,7701 FOREST LN  DALLAS TX- 75230 2501,7/28/16,It was determined that inappropriate discipline was used towards children.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
286043,KinderCare Learning Center,2526 WALNUT BEND LN  HOUSTON TX- 77042 3013,7/28/16,Based on the information obtained the operation has been found to be deficient.  A caregiver used inappropriate physical contact to redirect children in care.  Information obtained suggest that the caregiver pulled/grabbed children's arms and placed their hand around a child's neck.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1102411,Pinnacle Kids' Academy II,15706 CLASSEN RD  SAN ANTONIO TX- 78247,7/28/16,"Through information received during the investigation inspection, it was determined that children were being placed in a bathroom with the door being closed on multiple occasions as a form of time-out/punishment.  This occurred a few months ago, and has been corrected and is no longer happening.",BEXAR,"746.2805(8) - Prohibited Punishments -Placing Child in Locked, Dark Room",NO,Licensed Center
354892,Greater Waco Early Education Center,910 E LOOP 340  WACO TX- 76705 3452,7/28/17,Caregiver threatened to withhold food from child.,MCLENNAN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
392568,Montessori at Bowser,300 S BOWSER RD  RICHARDSON TX- 75081 4401,7/28/17,"Based on information gathered, a child in care was hit with a hand by a caregiver.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
768889,Early Head Start- Garland,4580 W BUCKINGHAM RD  GARLAND TX- 75042 4514,8/1/16,"Based on information gathered during an investigation, a caregiver  used prohibited punishment by swatting a child in the face during an class activity. This same caregiver also pushed a child with their elbow causing the child to fall into a wall.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
100161,Henrys Child Development Center 2000,3115 W 15TH ST  TEXARKANA TX- 75501 4147,8/1/16,Based on the information gathered a caregiver shook a child while in care to intervene while children were fighting.,BOWIE,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
106210,Pecan Valley Child Care Center,4359 GRECO DR  SAN ANTONIO TX- 78222 2726,8/1/16,Based upon the evidence gathered during the course of the investigation it was determined that a child was hit with the hand of a caregiver across the face.,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
113588,KinderCare - Green Oaks,4141 SW GREEN OAKS BLVD  ARLINGTON TX- 76017 4114,8/1/17,A caregiver was seen by a parent hitting a child in the arm with her hand when the children were lining up to come inside.,TARRANT,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
352215,Phoenix Children's Academy,5601 TIMBER CREEK RD  FLOWER MOUND TX- 75028 3916,8/2/17,Based on information gathered during an investigation it was determined that a caregiver grabbed a child by the arm as a form of redirection resulting in an injury to the child's arm.,DENTON,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
352215,Phoenix Children's Academy,5601 TIMBER CREEK RD  FLOWER MOUND TX- 75028 3916,8/2/17,"Based on the information received during the investigation, the findings in this case were reason to believe for physical abuse. A caregiver inappropriately grabbed a child in care causing injuries to the child's arm.",DENTON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1171242,Pinnacle Kids Academy III,410 CARSON HILL DR  SAN ANTONIO TX- 78251,8/3/16,"Based on the information gathered during the investigation, a caregiver pinched a child in care.",BEXAR,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
322887,Childrens Lighthouse of McCreary,3465 F M 544  WYLIE TX- 75098,8/3/17,A caregiver used inappropriate discipline while disciplining children.,COLLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1284542,Kid City Pearland,12152 SHADOW CREEK PKWY  PEARLAND TX- 77584 7287,8/3/17,"Based on information obtained during this investigation, there is sufficient evidence to conclude a caregiver used prohibited punishment as a form of discipline.",BRAZORIA,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
114464,Little Farmers Day Care,11361 F M 730 N  AZLE TX- 76020,8/3/17,Caregivers were aware of two children making several attempts to leave the daycare and failed to put safety measures into place to prevent the children from leaving. The children were found across and down the street from the day care by a parent and police offer. The caregivers were unaware the children had left the operation.,TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
157449,Nueva Vida Day Care Center,2602 W ILLINOIS AVE  DALLAS TX- 75233 1002,8/3/17,"Based on the information gathered during an investigation, it was determined that a caregiver was hitting children at the operation as a form of punishment.",DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
157449,Nueva Vida Day Care Center,2602 W ILLINOIS AVE  DALLAS TX- 75233 1002,8/3/17,"Based on the information received during an investigation, it was determined that a caregiver was pinching children in care at the operation.",DALLAS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
879966,Marlandwood Daycare,969 MARLANDWOOD RD STE 105 TEMPLE TX- 76502 3369,8/4/16,Based on information obtained through interviews and inspection it was found a caregiver threw an object at a child in care.,BELL,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1133257,"Rainbow Academy, Inc",2227 CHEYENNE ST  IRVING TX- 75062 7264,8/4/16,A toddler teacher was observed taking a diaper out of a child's hand and hitting the child on the head 3 times.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
324252,4 Our Kids Learning Academy,7625 GARTH RD  BAYTOWN TX- 77521 7714,8/4/17,"Based on the information obtained during the investigation and observations, there is sufficient evidence to support that school-age children are being sent to the ""baby"" room  and being threated to have to wear a diaper as a form of punishment.",HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
674029,Brighter Future Learning Center,223 CONQUEST  EDINBURG TX- 78539 3008,8/4/17,Based on the information obtained throughout interviews it was determined inappropriate discipline was being used at the operation. Children confirmed inappropriate discipline of being spanked on their hand by an employee of the operation.,HIDALGO,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
101146,Dunkin Academy of Forney,518 PINSON RD  FORNEY TX- 75126 9591,8/4/17,A caregiver used inappropriate discipline by hitting children to redirect their behavior.,KAUFMAN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
97306,Converse Christian School and Early Learning Center,9146 FM 78  CONVERSE TX- 78109 2013,8/5/16,Based on the information gathered the caregiver in the kinder advance classroom slapped the child's hand.,BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
573548,Shiloh Road Learning  Center,2101 SHILOH RD  TYLER TX- 75703 2615,8/5/16,"Based on the information gathered it was observed that a caregiver pushed a child in their head several times, and forcefully pulled the child by their arm.",SMITH,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
166824,YWCA Rogers Early Learning Academy,1600 BROWN ST  EL PASO TX- 79902 4725,8/5/16,There is a preponderance of evidence that a child was harshly treated by a day care employee.,EL PASO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1121060,A Place For Children Too Inc.,12319 BELLAIRE BLVD STE 700 HOUSTON TX- 77072 2595,8/5/17,Based on the information obtained a caregiver demonstrated harsh punishment toward a child in which the caregiver lifted the child off of the floor by one arm forcefully; grabbed the child hand and pushed the child on her back as the child walked toward the back of the center.,HARRIS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
255261,Country Kids Academy,21002 ENCINO COMMONS  SAN ANTONIO TX- 78259 2716,8/7/17,"Based on the statements received, I have determined the caregiver used inappropriate discipline and physical redirection when a five year old child did not listen to instructions. When the caregiver grabbed the child to physically redirect, the child sustained scratches to the inner arm. These scratches broke the skin.    The citation was corrected once management was made aware of the incident. Management has intervened and taken the necessary steps for operation staff to meet compliance regarding appropriate discipline and guidance.",BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
127693,House of Tiny Treasures,1529 LOMBARDY ST  HOUSTON TX- 77023 4528,8/7/17,It was shown that a caregiver inappropriately disciplined a child.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
508370,Handprints Child Care,2805 PEAVY RD  DALLAS TX- 75228 4772,8/8/17,A staff member hit a child on the head with her hand.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
231162,Kids Under Construction,4008 COLLEGE AVE  SNYDER TX- 79549 6004,8/8/17,A caregiver used prohibited punishment with a child in care.,SCURRY,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
1182512,Lufkin Tiny Treasures Preschool LLC,806 PERSHING AVE  LUFKIN TX- 75904 3956,8/8/17,The Director admitted that she bit her granddaughter at the center because her granddaughter was biting other children.    She is going to correct this by having a training on appropriate discipline.  She is also going to a training for herself on appropriate discipline.,ANGELINA,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
1182512,Lufkin Tiny Treasures Preschool LLC,806 PERSHING AVE  LUFKIN TX- 75904 3956,8/8/17,The Director admitted that she bit her granddaughter at the center because her granddaughter was biting other children.    She is going to correct this by having a training on appropriate discipline.  She is also going to a training for herself on appropriate discipline.,ANGELINA,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
120637,Kids Under Construction,319 KAUFMAN ST S  MOUNT VERNON TX- 75457 2836,8/9/16,This standard was reviewed in relation to the self-reported allegations and found to be non compliant. A caregiver disciplined a 2 year old child in care by hitting them one time on his diapered bottom.,FRANKLIN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
220127,Parkview Christian Childcare Center,1100 E LAKE SHORE DR  WACO TX- 76708 3752,8/9/16,It was found that a child was abused while in care.,MCLENNAN,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
220127,Parkview Christian Childcare Center,1100 E LAKE SHORE DR  WACO TX- 76708 3752,8/9/16,It was found that prohibited punishments were used at the operation with a child in care.,MCLENNAN,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1071288,YMCA of Abilene- Preschool Center,3026 S 32ND ST  ABILENE TX- 79605 6968,8/9/17,A caregiver at the operation used prohibited punishment with the children in care.,TAYLOR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
249144,Ferris Christian Academy,425 W 6TH ST  FERRIS TX- 75125 2401,8/10/16,Based on interviews conducted it was determined that a caregiver was using inappropriate discipline with children in care.,ELLIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1089348,Warm Beginnings & More,11002 EAGLE DR  MONT BELVIEU TX- 77523 7614,8/11/16,A caregiver at the operation disciplined children inappropriately as she hit children with her hand.,CHAMBERS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
239892,Grandma's House Child Care and Learning Center,746 N ALAMO RD  ALAMO TX- 78516 2538,8/11/17,A caregiver used inappropriate discipline on a child when the child was verbally threatened by the caregiver if a toy was not returned back to the caregiver.,HIDALGO,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
286030,KinderCare Learning Center,937 BUNKER HILL RD  HOUSTON TX- 77024 1301,8/11/17,"Based on the information obtained during the investigation, the caregiver did use prohibited punishment on a six year old child.",HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",NO,Licensed Center
108045,OK Korral Montessori School NO 1,9114 N WAYSIDE DR  HOUSTON TX- 77028 1031,8/11/17,There is sufficient information to support that children in care are being spanked with a belt at the operation.,HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
125484,San Angelo YMCA Crockett Branch,2104 JOHNSON AVE  SAN ANGELO TX- 76904 5439,8/11/17,Caregiver used inappropriate discipline on children including grabbing by the arm and throwing footballs at them.,TOM GREEN,"744.2105 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
983949,Park South YMCA,2500 ROMINE AVE  DALLAS TX- 75215 3755,8/12/16,A caregiver step on a child leg as a form of discipline.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
219052,Stepping Stones in Development CCC,4400 WESTWARD DR  WICHITA FALLS TX- 76308 2439,8/12/16,Based on the information gathered during the investigation evidence shows a child in care was physically abused by a caregiver at the operation.,WICHITA,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
879957,Castleglen Treehouse Private School,602 CASTLEGLEN DR  GARLAND TX- 75043 5806,8/14/17,"Based on information gathered,  there is Reason To Believe neglectful supervision occurred.",DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
284313,Little Tykes Child Care Center,220 S SHANKS ST  CLUTE TX- 77531 4621,8/14/17,Based on the information obtained caregivers restrained (placed their legs on top of another child legs) a child during nap time to prevent the child from kicking the caregivers in the face.,BRAZORIA,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
160976,St. Laurence Weekday Children's Program,3103 SWEETWATER BLVD  SUGAR LAND TX- 77479 2600,8/14/17,Based on the information obtained there is sufficient evidence to support the allegations of Neglectful Supervision. The caregiver allowed a child to place his left hand inside a crock pot with hot water. The caregiver was occupied on her cell phone when the injury occurred. The child sustained a 2nd degree burn to the left hand.,FORT BEND,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
96638,Shepherd of the Hills Lutheran,6914 WURZBACH RD  SAN ANTONIO TX- 78240 3832,8/15/16,"Based on the information obtained, spanking was a form of discipline used in the classroom.     Note: Caregiver was suspended and is no longer employed at the operation.",BEXAR,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1173398,Stepping Stone School XVIII,9325 ALICE MAE LN  AUSTIN TX- 78748,8/15/16,During an investigation it was found that a child was neglected in care.,TRAVIS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1153651,Childcare Network #244,240 S COLLINS RD  SUNNYVALE TX- 75182 4625,8/15/17,A caregiver was seen improperly disciplining a 14-month old child by handling the child roughly and putting the child down in their chair in a rough manner.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1272538,Tyler Christian Preschool,225 WINCHESTER DR  TYLER TX- 75701 8847,8/15/17,"Based on evidence gathered during the investigation, there is Reason To Believe Neglect occurred resulting in a child being left on a vehicle.",SMITH,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
1091506,Castle Montessori Plano,6455 TENNYSON PKWY  PLANO TX- 75024 6135,8/16/16,"Based on the information gathered during the investigation, it was determined that a group of children who did not want to nap were wondering around a classroom when a caregiver was being harsh and cruel to children in care when she aggressively picked them up and aggressively laid them down during nap time.",COLLIN,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1142863,IGrow Montessori,6699 RIVERSIDE DR  IRVING TX- 75039 4530,8/16/16,A caregiver used inappropriate discipline by hitting a child on the back more than once and twisting the child's arm. The director terminated the caregiver immediately upon discovering the incidents.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
94687,Inman Christian Center,1214 COLIMA ST  SAN ANTONIO TX- 78207 6102,8/16/16,During the course of the investigation it was determined that caregiver left a child alone in the classroom for approximately 1 - 2 minutes as form of discipline and/or punishment.,BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1243115,Kids Kampus Vicksburg,811 VICKSBURG LN  BURLESON TX- 76028 7495,8/16/16,"Based on the information received during the investigation, a child in care sustained injuries by a caregiver working under the auspice of the operation. The injuries sustained by the child were created because of the child's unwillingness to take a nap during nap time.",TARRANT,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
95322,Love and Learning Center of Milam County,1699 HILLCREST DR  ROCKDALE TX- 76567 2600,8/16/16,"Based on evidence gathered during the investigation, it is evident that a child was physically abused when a caregiver force-fed a child.",MILAM,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
1090415,Kidz Kollege,7307 CHURCHILL GREEN DR  DALLAS TX- 75228 6608,8/16/17,Based on information gathered during an investigation. It was determined that caregivers at the operation were hitting children with their hand as a form of punishment.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
261046,Jeanettes Little Haven Christian Academy,7110 HOLLY HILL DR  DALLAS TX- 75231 5207,8/17/16,A staff member grabbed a child by the shirt.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1155265,Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,8/18/16,The caregiver used a  physical control position to maintain the child's behavior.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1155265,Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,8/18/16,The caregiver was used a physical control position to help control a child's behavior.,DALLAS,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",NO,Licensed Center
1155265,Candis Creations Private School,2846 S BECKLEY AVE  DALLAS TX- 75224 3526,8/18/16,The caregiver was using a plastic stick to spank the children in care.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
1135404,"The Gardner Preparatory School II, LLC",100 N HOUSTON SCHOOL RD  LANCASTER TX- 75146 1906,8/18/16,The caregiver was hitting several childrenin their hands with a thin wooden stick.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1069988,Greenhouse Learning Center INC,312 FARLEY ST  HUTTO TX- 78634 4501,8/18/17,During an investigation there is sufficient evidence that a child was neglected while in care.,WILLIAMSON,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",YES,Licensed Center
592869,Greenspoint Christian Academy,11703 WALTERS RD  HOUSTON TX- 77067 2623,8/18/17,"The staff reviewed a copy of the Discipline and Guidance Policy on 7/18/2017 during a meeting.  Although they reviewed the standards, it is important that this is corrected in a manner so the staff will not use any inappropriate discipline again.    Note: I observed the staff present during the inspection, use redirection and time out during the inspection.",HARRIS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
671368,Kids Kingdom,604 N LOOP 336 W STE D CONROE TX- 77301 1235,8/18/17,"It was determined through written documentation and interviews that a caregiver ""popped"" a 2 yr. old on the bottom.     NOTE: The caregiver was terminated.",MONTGOMERY,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,YES,Licensed Center
1116810,Love & Art Childcare Corp.,3505 S DAIRY ASHFORD RD STE 100 HOUSTON TX- 77082 5514,8/18/17,During interviews it was found that a teacher used inappropriate discipline on a child in care. That teacher is no longer employed at the operation.,HARRIS,"746.2805(3) - Prohibited Punishments - Pinching, Shaking, or Biting",YES,Licensed Center
273746,New Genesis Learning Center & New Revelation Academy,10130 ROYAL LN  DALLAS TX- 75238 1223,8/18/17,"Based on the information gathered during the investigation, the findings in this case were Reason to Believe for Neglectful Supervision. Based on the information received a child was inappropriately supervised when they were able to leave the operation where they were later found by a passerby and returned to the operation by law enforcement. This placed the child at substantial risk for harm according to the Texas Administratives Code definition of neglect.",DALLAS,"746.1201(4) - Responsibilities of Employees and Caregivers -Ensure No Child Abused, Neglected, or Exploited",NO,Licensed Center
106210,Pecan Valley Child Care Center,4359 GRECO DR  SAN ANTONIO TX- 78222 2726,8/18/17,"Based on the information received, a child was grabbed by the ear when placed in time out.",BEXAR,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
677208,Handprints Academy,606 PIONEER RD  MESQUITE TX- 75149 5255,8/19/16,A caregiver was using inappropriate discipline with children in care.,DALLAS,746.2805(4) - Prohibited Punishments - Hitting with Hand or Instrument,NO,Licensed Center
96014,Little Tyke - Crowley,120 HARRIS DR  CROWLEY TX- 76036 3263,8/19/16,A substitute caregiver was observed to pull a child's hair.    The director terminated the contract with the substitute immediately after learning about the incidents.,TARRANT,"746.2805 - Prohibited Punishments - No Harsh, Cruel or Unusual",YES,Licensed Center
