activity_type,self_report,activity_date,activity_id,operation_number,operation_id,operation_type,operation_name,location_address,mailing_address,county,type_of_issuance,issuance_date,conditions_on_permit,accepts_child_care_subsidies,total_capacity,licensed_to_serve_ages,corrective_action,adverse_action,temporarily_closed,programmatic_services,treatment_services,deficiency_high,deficiency_medium_high,deficiency_medium,deficiency_medium_low,deficiency_low,total_inspections,total_assessments,total_reports,total_self_reports,location_address_geo,related_violation,injury_detail
REPORT,Y,2017-10-30,428428567,1220166,751248,Licensed Center,Kids R Kids 64,5365 LEBANON RD  FRISCO TX- 75034 7265,5365 LEBANON RD  FRISCO TX- 75034 7265,DENTON,Full Permit,04/08/2011,NO,N,328,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,1,0,0,10,0,2,5,"5365 LEBANON RD FRISCO TX- 75034 7265
(33.116038, -96.841346)",2r,4m
REPORT,Y,2016-10-17,428437213,1630165,1250456,Licensed Center,"Spirals Gymnastics, Inc.",1003 MAGNOLIA ST  MANSFIELD TX- 76063 1744,1003 MAGNOLIA ST  MANSFIELD TX- 76063 1744,TARRANT,Full Permit,01/19/2017,YES,N,24,"Pre-Kindergarten,School",NO,NO,NO,,,1,2,1,0,0,6,0,0,1,"1003 MAGNOLIA ST MANSFIELD TX- 76063 1744
(38.787906, -94.471927)",2r,4m
REPORT,N,2016-06-23,428414688,253645,110320,Licensed Center,Hallsville CDC,600 E MAIN ST  HALLSVILLE TX- 75650 5177,PO BOX 1016  HALLSVILLE TX- 75650 1016,HARRISON,Full Permit,02/26/1991,NO,Y,136,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,6,6,1,0,25,0,3,1,"600 E MAIN ST HALLSVILLE TX- 75650 5177
(35.985114, -96.766134)",,3i
REPORT,N,2016-07-27,428428535,1212386,742008,Licensed Center,Pinnacle Montessori,19730 BULVERDE RD  SAN ANTONIO TX- 78259 3709,19730 BULVERDE RD  SAN ANTONIO TX- 78259 3709,BEXAR,Full Permit,08/26/2011,NO,N,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,1,0,0,13,0,3,4,"19730 BULVERDE RD SAN ANTONIO TX- 78259 3709
(29.629014, -98.423099)",,4m
REPORT,N,2016-01-18,428425369,895315,354491,Licensed Center,KidzTriumph Childcare and Learning Center,1407 S HIGHWAY 69  NEDERLAND TX- 77627 7842,1407 S HIGHWAY 69  NEDERLAND TX- 77627 7842,JEFFERSON,Full Permit,11/25/2008,NO,Y,150,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,8,5,2,1,7,0,4,0,"1407 S HIGHWAY 69 NEDERLAND TX- 77627 7842
(33.825863, -87.293612)",2r,4m
REPORT,Y,2016-10-24,428424927,881208- 1967,328510,Licensed Center,Stepping Stone School XV,2301 N A W GRIMES BLVD  ROUND ROCK TX- 78665 3530,1910 JUSTIN LN  AUSTIN TX- 78757 2492,WILLIAMSON,Full Permit,04/02/2008,NO,Y,325,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,6,1,0,0,15,0,6,2,"2301 N A W GRIMES BLVD ROUND ROCK TX- 78665 3530
(30.532115, -97.652129)",2r,8u
REPORT,Y,2016-10-24,428424927,881208- 1967,328510,Licensed Center,Stepping Stone School XV,2301 N A W GRIMES BLVD  ROUND ROCK TX- 78665 3530,1910 JUSTIN LN  AUSTIN TX- 78757 2492,WILLIAMSON,Full Permit,04/02/2008,NO,Y,325,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,6,1,0,0,15,0,6,2,"2301 N A W GRIMES BLVD ROUND ROCK TX- 78665 3530
(30.532115, -97.652129)",2r,4m
REPORT,N,2016-11-25,428430308,1420747,993128,Licensed Center,Brilliant Child Daycare Center,6516 NEW YORK AVE STE 120 ARLINGTON TX- 76002 6614,6516 NEW YORK AVE  ARLINGTON TX- 76002 6614,TARRANT,Full Permit,10/05/2012,YES,Y,99,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,19,25,6,1,1,17,0,4,1,"6516 NEW YORK AVE STE 120 ARLINGTON TX- 76002 6614
",2r,4m
REPORT,Y,2017-08-31,428412717,129076- 684,96652,Licensed Center,La Petite Academy Marbach,8796 MARBACH RD  SAN ANTONIO TX- 78227 2345,8796 MARBACH RD  SAN ANTONIO TX- 78227 2345,BEXAR,Full Permit,09/29/1986,NO,Y,120,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,12,7,0,0,27,0,6,9,"8796 MARBACH RD SAN ANTONIO TX- 78227 2345
(29.417854, -98.65872)",2r,6m
REPORT,Y,2016-07-18,428424358,871181,313624,Licensed Center,A Creative Learning Center LLC,311 FM 306  NEW BRAUNFELS TX- 78130 2555,311 FM 306  NEW BRAUNFELS TX- 78130 2555,COMAL,Full Permit,04/30/2008,NO,Y,122,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,4,4,1,0,0,13,0,0,5,"311 FM 306 NEW BRAUNFELS TX- 78130 2555
(29.73298, -98.08308)",2r,4m
REPORT,Y,2016-07-14,428423760,862141,298260,Licensed Center,North Star Academy,551 RAYZOR RD  LANTANA TX- 76226 6655,PO BOX 1378  ARGYLE TX- 76226 1378,DENTON,Full Permit,01/18/2007,NO,N,334,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,0,0,0,0,6,0,0,4,"551 RAYZOR RD LANTANA TX- 76226 6655
(33.086134, -97.126822)",4s,4m
REPORT,N,2016-06-10,428435197,1576536,1190038,Licensed Center,Absolutely Super Kidz Playcare,208 N FRONTAGE RD  LORENA TX- 76655 9660,300 SUNSET BLVD  HEWITT TX- 76643 3409,MCLENNAN,Full Permit,11/28/2016,NO,Y,67,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,16,3,0,0,22,0,6,3,"208 N FRONTAGE RD LORENA TX- 76655 9660
(38.372505, -78.261783)",2r,8u
REPORT,N,2016-06-10,428435197,1576536,1190038,Licensed Center,Absolutely Super Kidz Playcare,208 N FRONTAGE RD  LORENA TX- 76655 9660,300 SUNSET BLVD  HEWITT TX- 76643 3409,MCLENNAN,Full Permit,11/28/2016,NO,Y,67,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,16,3,0,0,22,0,6,3,"208 N FRONTAGE RD LORENA TX- 76655 9660
(38.372505, -78.261783)",2r,6m
REPORT,N,2016-10-26,428425688,905610,366989,Licensed Center,The Cubhouse Daycare,205 SCHOOL HOUSE RD  PARADISE TX- 76073 2754,205 SCHOOL HOUSE RD  PARADISE TX- 76073 2754,WISE,Full Permit,02/25/2009,NO,Y,48,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,11,3,0,0,11,0,1,1,"205 SCHOOL HOUSE RD PARADISE TX- 76073 2754
(41.484597, -74.478372)",4s,9i
REPORT,Y,2017-07-26,428415053,303843,112761,Licensed Center,Care Child Development Center,1504 E CAMPBELL RD  RICHARDSON TX- 75081 1941,1504 E CAMPBELL RD  RICHARDSON TX- 75081 1941,DALLAS,Full Permit,02/19/1987,NO,Y,160,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,1,0,0,0,7,0,1,4,"1504 E CAMPBELL RD RICHARDSON TX- 75081 1941
(32.974598, -96.696302)",2r,4m
REPORT,Y,2017-09-22,428434201,1552842,1162380,Licensed Center,Bright Horizons at Medical City Dallas,7701 FOREST LN  DALLAS TX- 75230 2501,7701 FOREST LN  DALLAS TX- 75230 2501,DALLAS,Full Permit,10/16/2014,NO,N,275,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,2,1,0,0,12,0,3,3,"7701 FOREST LN DALLAS TX- 75230 2501
(35.389732, -97.313806)",2r,4m
REPORT,Y,2016-07-28,428425217,893296,351343,Licensed Center,Whispering Farms Montessori Academy,2460 E PROSPER TRL  PROSPER TX- 75078 9147,2460 E PROSPER TRL  PROSPER TX- 75078 9147,COLLIN,Full Permit,12/05/2008,NO,N,90,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,1,0,0,0,6,0,0,2,"2460 E PROSPER TRL PROSPER TX- 75078 9147
(33.247977, -96.765241)",,2a
REPORT,N,2016-11-14,428414000,227490,103434,Licensed Center,Casa Montessori Child Development Center,404B ATLANTA ST  AUSTIN TX- 78703 4615,PO BOX 1416  AUSTIN TX- 78767 1416,TRAVIS,Full Permit,06/19/1987,NO,N,90,"Pre-Kindergarten,School",NO,NO,NO,,,0,1,1,0,0,3,0,1,1,"404B ATLANTA ST AUSTIN TX- 78703 4615
(33.062797, -84.164356)",2r,4m
REPORT,N,2016-09-14,428424712,877885,322741,Licensed Center,A Habitat for Learning,3242 BELTWAY S # FM707 ABILENE TX- 79606 5603,3242 BELTWAY S # FM707 ABILENE TX- 79606 5603,TAYLOR,Full Permit,01/16/2008,YES,Y,163,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,3,2,0,0,12,0,2,1,"3242 BELTWAY S # FM707 ABILENE TX- 79606 5603
(32.352008, -99.764842)",1f,4m
REPORT,Y,2017-08-02,428416029,509312- 747,136712,Licensed Center,Kindercare Frankford,4025 FRANKFORD RD  DALLAS TX- 75287 6607,4025 FRANKFORD RD  DALLAS TX- 75287 6607,COLLIN,Full Permit,08/01/1994,NO,Y,153,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,15,3,4,2,0,26,0,5,12,"4025 FRANKFORD RD DALLAS TX- 75287 6607
(32.997513, -96.842114)",2r,4m
REPORT,Y,2016-09-01,428431790,1513643,1109772,Licensed Center,"Royal Education Center, L.L.C.",1402 S JACKSON RD STE 2 MCALLEN TX- 78503 1639,1402 S JACKSON RD STE 2 MCALLEN TX- 78503 1639,HIDALGO,Full Permit,10/31/2013,YES,N,68,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,2,0,1,2,8,0,2,2,"1402 S JACKSON RD STE 2 MCALLEN TX- 78503 1639
",,4m
REPORT,N,2017-05-16,428436195,1613916,1230238,Licensed Child-Care Home,Marci Mitchell,1429 PIKES PEAK  MESQUITE TX- 75149 1751,1429 PIKES PEAK  MESQUITE TX- 75149 1751,DALLAS,Full Permit,07/22/2016,NO,N,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,5,5,0,0,9,0,1,1,"1429 PIKES PEAK MESQUITE TX- 75149 1751
(32.783475, -96.599041)",4s,4m
REPORT,N,2017-05-16,428436195,1613916,1230238,Licensed Child-Care Home,Marci Mitchell,1429 PIKES PEAK  MESQUITE TX- 75149 1751,1429 PIKES PEAK  MESQUITE TX- 75149 1751,DALLAS,Full Permit,07/22/2016,NO,N,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,5,5,0,0,9,0,1,1,"1429 PIKES PEAK MESQUITE TX- 75149 1751
(32.783475, -96.599041)",3s,4m
REPORT,N,2017-05-16,428436195,1613916,1230238,Licensed Child-Care Home,Marci Mitchell,1429 PIKES PEAK  MESQUITE TX- 75149 1751,1429 PIKES PEAK  MESQUITE TX- 75149 1751,DALLAS,Full Permit,07/22/2016,NO,N,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,5,5,0,0,9,0,1,1,"1429 PIKES PEAK MESQUITE TX- 75149 1751
(32.783475, -96.599041)",2r,4m
REPORT,N,2017-10-12,428437365,1631947,1252604,Licensed Center,Kiddie Academy of College Station,4516 MILLS PARK CIR  COLLEGE STATION TX- 77845 1100,4516 MILLS PARK CIR  COLLEGE STATION TX- 77845 1100,BRAZOS,Full Permit,02/01/2017,NO,Y,188,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,3,0,0,0,7,0,1,0,"4516 MILLS PARK CIR COLLEGE STATION TX- 77845 1100
",2r,4m
REPORT,Y,2017-07-14,428415634,501753,131519,Licensed Center,Metroplex Chapel Academy,601 E AIRPORT FWY  EULESS TX- 76039 3899,601 E AIRPORT FWY  EULESS TX- 76039 3899,TARRANT,Full Permit,03/01/1994,NO,N,110,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,0,1,0,0,8,0,1,2,"601 E AIRPORT FWY EULESS TX- 76039 3899
(32.838699, -97.073927)",2r,5h
REPORT,Y,2016-07-05,428430986,1497741,1091280,Licensed Center,PISD Murchison Elementary Extended Day Program,2215 KELLY LN  PFLUGERVILLE TX- 78660 5061,1401D PECAN ST W  PFLUGERVILLE TX- 78660 2518,TRAVIS,Full Permit,03/21/2013,NO,Y,144,School,NO,NO,NO,,,1,2,0,0,0,7,0,0,2,"2215 KELLY LN PFLUGERVILLE TX- 78660 5061
(30.46817, -97.586108)",2r,4m
REPORT,N,2017-05-12,428428328,1182306,706428,Licensed Center,Kids R Kids Richardson,3521 NORTHSTAR RD  RICHARDSON TX- 75082 2607,PO BOX 940044  PLANO TX- 75094 0044,COLLIN,Full Permit,02/11/2011,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,4,3,1,0,12,0,6,4,"3521 NORTHSTAR RD RICHARDSON TX- 75082 2607
(32.99951, -96.642422)",2r,2a
REPORT,N,2017-05-12,428428328,1182306,706428,Licensed Center,Kids R Kids Richardson,3521 NORTHSTAR RD  RICHARDSON TX- 75082 2607,PO BOX 940044  PLANO TX- 75094 0044,COLLIN,Full Permit,02/11/2011,NO,Y,200,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,4,3,1,0,12,0,6,4,"3521 NORTHSTAR RD RICHARDSON TX- 75082 2607
(32.99951, -96.642422)",2r,4m
REPORT,Y,2017-02-08,428415292,404539- 4591,118637,Licensed Center,Latchkey at Jones,7533 LIPES BLVD  CORPUS CHRISTI TX- 78413 5341,1601 N CHAPARRAL ST  CORPUS CHRISTI TX- 78401 1107,NUECES,Full Permit,05/10/1991,NO,Y,136,School,NO,NO,NO,,,1,1,0,0,0,4,0,0,2,"7533 LIPES BLVD CORPUS CHRISTI TX- 78413 5341
(27.672594, -97.403469)",2r,4m
REPORT,N,2017-03-02,428411585,40911,94723,Licensed Center,Madison Square Child Development Center,319 CAMDEN ST  SAN ANTONIO TX- 78215 2002,319 CAMDEN ST  SAN ANTONIO TX- 78215 2002,BEXAR,Full Permit,11/04/1985,NO,Y,85,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,5,1,0,0,0,13,0,4,6,"319 CAMDEN ST SAN ANTONIO TX- 78215 2002
(29.434816, -98.49172)",4s,2a
REPORT,Y,2016-02-05,428430507,1442026,1020268,Licensed Center,Stepping Stone School XX,205 ROCK PRAIRIE RD  COLLEGE STATION TX- 77845 8796,1910 JUSTIN LN  AUSTIN TX- 78757 2492,BRAZOS,Full Permit,12/06/2012,NO,N,127,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,5,0,0,1,7,1,1,1,"205 ROCK PRAIRIE RD COLLEGE STATION TX- 77845 8796
",4s,4m
REPORT,Y,2015-12-17,428431084,1500876,1095104,Licensed Center,Mrs Tammy's Learning Center,15311 BLUERIDGE RD  MISSOURI CITY TX- 77489 2608,15311 BLUERIDGE RD  MISSOURI CITY TX- 77489 2608,FORT BEND,Full Permit,04/25/2013,YES,Y,73,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,13,5,0,0,14,0,3,1,"15311 BLUERIDGE RD MISSOURI CITY TX- 77489 2608
(29.603454, -95.492995)",2r,4m
REPORT,N,2016-09-28,428420563,833954,238581,Licensed Center,Kids R Kids Daycare,920 N WARE RD  MCALLEN TX- 78501 3517,920 N WARE RD  MCALLEN TX- 78501 3517,HIDALGO,Full Permit,11/24/2003,NO,Y,50,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,6,2,1,0,6,1,1,0,"920 N WARE RD MCALLEN TX- 78501 3517
(26.216449, -98.259988)",5t,2a
REPORT,N,2016-09-28,428420563,833954,238581,Licensed Center,Kids R Kids Daycare,920 N WARE RD  MCALLEN TX- 78501 3517,920 N WARE RD  MCALLEN TX- 78501 3517,HIDALGO,Full Permit,11/24/2003,NO,Y,50,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,6,2,1,0,6,1,1,0,"920 N WARE RD MCALLEN TX- 78501 3517
(26.216449, -98.259988)",4s,2a
REPORT,N,2016-09-28,428420563,833954,238581,Licensed Center,Kids R Kids Daycare,920 N WARE RD  MCALLEN TX- 78501 3517,920 N WARE RD  MCALLEN TX- 78501 3517,HIDALGO,Full Permit,11/24/2003,NO,Y,50,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,6,2,1,0,6,1,1,0,"920 N WARE RD MCALLEN TX- 78501 3517
(26.216449, -98.259988)",5t,4m
REPORT,N,2016-09-28,428420563,833954,238581,Licensed Center,Kids R Kids Daycare,920 N WARE RD  MCALLEN TX- 78501 3517,920 N WARE RD  MCALLEN TX- 78501 3517,HIDALGO,Full Permit,11/24/2003,NO,Y,50,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,6,2,1,0,6,1,1,0,"920 N WARE RD MCALLEN TX- 78501 3517
(26.216449, -98.259988)",4s,4m
REPORT,N,2016-09-28,428420563,833954,238581,Licensed Center,Kids R Kids Daycare,920 N WARE RD  MCALLEN TX- 78501 3517,920 N WARE RD  MCALLEN TX- 78501 3517,HIDALGO,Full Permit,11/24/2003,NO,Y,50,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,6,2,1,0,6,1,1,0,"920 N WARE RD MCALLEN TX- 78501 3517
(26.216449, -98.259988)",5t,7s
REPORT,N,2016-09-28,428420563,833954,238581,Licensed Center,Kids R Kids Daycare,920 N WARE RD  MCALLEN TX- 78501 3517,920 N WARE RD  MCALLEN TX- 78501 3517,HIDALGO,Full Permit,11/24/2003,NO,Y,50,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,6,2,1,0,6,1,1,0,"920 N WARE RD MCALLEN TX- 78501 3517
(26.216449, -98.259988)",4s,7s
REPORT,Y,2016-05-31,428430583,1450527,1030909,Licensed Center,The Growing Patch Early Learning Center,713 S MISSOURI AVE  WESLACO TX- 78596 6941,713 S MISSOURI AVE  WESLACO TX- 78596 6941,HIDALGO,Full Permit,11/30/2012,NO,Y,101,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,12,9,0,2,6,0,0,1,"713 S MISSOURI AVE WESLACO TX- 78596 6941
(40.442317, -79.886386)",2r,4m
REPORT,N,2017-05-08,428420220,828290,226697,Licensed Center,Dars Tiny Tots Daycare,460 W STATE HIGHWAY 29  BERTRAM TX- 78605 4018,460 W STATE HIGHWAY 29  BERTRAM TX- 78605 4018,BURNET,Full Permit,05/23/2003,NO,Y,49,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,7,2,0,0,9,0,2,1,"460 W STATE HIGHWAY 29 BERTRAM TX- 78605 4018
(30.745524, -98.058684)",4s,9i
REPORT,N,2017-05-08,428420220,828290,226697,Licensed Center,Dars Tiny Tots Daycare,460 W STATE HIGHWAY 29  BERTRAM TX- 78605 4018,460 W STATE HIGHWAY 29  BERTRAM TX- 78605 4018,BURNET,Full Permit,05/23/2003,NO,Y,49,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,7,2,0,0,9,0,2,1,"460 W STATE HIGHWAY 29 BERTRAM TX- 78605 4018
(30.745524, -98.058684)",4s,3i
REPORT,Y,2016-02-12,428420219,828290,226697,Licensed Center,Dars Tiny Tots Daycare,460 W STATE HIGHWAY 29  BERTRAM TX- 78605 4018,460 W STATE HIGHWAY 29  BERTRAM TX- 78605 4018,BURNET,Full Permit,05/23/2003,NO,Y,49,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,8,7,2,0,0,9,0,2,1,"460 W STATE HIGHWAY 29 BERTRAM TX- 78605 4018
(30.745524, -98.058684)",2r,6m
REPORT,N,2017-08-03,428437648,1643303,1265742,Licensed Center,Cypress Creek Learning Academy,3903 CYPRESS CREEK PKWY  HOUSTON TX- 77068 3505,3903 CYPRESS CREEK PKWY  HOUSTON TX- 77068 3505,HARRIS,Full Permit,05/31/2017,YES,Y,50,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,16,8,0,0,9,0,2,0,"3903 CYPRESS CREEK PKWY HOUSTON TX- 77068 3505
(29.993587, -95.487902)",2r,6m
REPORT,Y,2016-05-23,428427081,1023867,511028,Licensed Center,Cox Elementary AlphaBEST,7009 WOODBRIDGE PKWY  SACHSE TX- 75048 5696,8992 PRESTON RD STE 110-312 FRISCO TX- 75034 3965,COLLIN,Full Permit,02/18/2010,NO,Y,136,School,NO,NO,NO,,,0,1,0,0,0,5,0,0,3,"7009 WOODBRIDGE PKWY SACHSE TX- 75048 5696
(32.986449, -96.567747)",2r,4m
REPORT,N,2017-01-17,428437449,1634568,1255774,Registered Child-Care Home,Leah Stanley,3032 CLEMENTE DR  GRAND PRAIRIE TX- 75052 8735,3032 CLEMENTE DR  GRAND PRAIRIE TX- 75052 8735,TARRANT,Registered,10/10/2016,YES,Y,12,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,2,5,1,0,0,5,0,1,0,"3032 CLEMENTE DR GRAND PRAIRIE TX- 75052 8735
",2r,4m
REPORT,N,2017-07-28,428431586,1510363,1106210,Licensed Center,The Toddlers Den Childcare Center,7405 JOHN T WHITE RD  FORT WORTH TX- 76120 3309,7405 JOHN T WHITE RD  FORT WORTH TX- 76120 3309,TARRANT,Full Permit,03/06/2013,NO,Y,66,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,3,1,1,0,0,9,0,2,1,"7405 JOHN T WHITE RD FORT WORTH TX- 76120 3309
",2r,6m
REPORT,N,2017-08-11,428420446,832253,234945,Licensed Center,Our Loving Mothers Daycare & Learning Center,8011 WILLIAMETTE AVE BLDG C EL PASO TX- 79907 2235,8011 WILLIAMETTE AVE BLDG C EL PASO TX- 79907 2235,EL PASO,Full Permit,04/16/2004,YES,Y,168,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,7,5,3,0,0,13,0,5,0,"8011 WILLIAMETTE AVE BLDG C EL PASO TX- 79907 2235
(31.73922, -106.340712)",2r,4m
REPORT,N,2017-05-16,428420390,830998,232432,Licensed Center,Pumpkin Patch Preschool,3302 GREEN MEADOW DR  SAN ANGELO TX- 76904 6367,3302 GREEN MEADOW DR  SAN ANGELO TX- 76904 6367,TOM GREEN,Full Permit,02/09/2004,NO,Y,100,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,0,1,1,0,0,5,0,1,1,"3302 GREEN MEADOW DR SAN ANGELO TX- 76904 6367
(35.299818, -80.81398)",2r,4m
REPORT,Y,2017-04-17,428412874,148568,97364,Licensed Center,Oak Forest Montessori School,2000 GREENLEAF ST  LONGVIEW TX- 75605 2131,1901 SUNSHINE SQ  LONGVIEW TX- 75601 3201,GREGG,Full Permit,02/18/1992,NO,N,235,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,2,0,0,0,4,0,0,3,"2000 GREENLEAF ST LONGVIEW TX- 75605 2131
(42.037457, -87.701523)",2r,4m
REPORT,Y,2017-02-27,428435006,1570226,1183925,Licensed Center,Alianza Eco International School,12603 LOUETTA RD STE 112 CYPRESS TX- 77429 0001,12603 LOUETTA RD STE 112 CYPRESS TX- 77429 0001,HARRIS,Full Permit,12/23/2015,YES,Y,175,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,12,15,13,0,3,10,1,1,1,"12603 LOUETTA RD STE 112 CYPRESS TX- 77429 0001
",,3i
REPORT,N,2016-04-08,428429492,1337446,896108,Licensed Center,Kidzville Learning Academy,5728 AVENUE I  ROSENBERG TX- 77471 6190,5728 AVENUE I  ROSENBERG TX- 77471 6190,FORT BEND,Full Permit,10/31/2011,YES,Y,266,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,1,6,3,0,0,8,0,4,0,"5728 AVENUE I ROSENBERG TX- 77471 6190
(29.558211, -95.769232)",2r,4m
REPORT,N,2017-02-07,428433875,1547021,1155027,Licensed Center,The Castle Childcare Center,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,GALVESTON,Full Permit,11/14/2014,YES,Y,114,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,24,7,0,0,24,0,12,0,"1012 HIGHWAY 3 LA MARQUE TX- 77568 5901
",4s,4m
REPORT,N,2017-02-07,428433875,1547021,1155027,Licensed Center,The Castle Childcare Center,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,GALVESTON,Full Permit,11/14/2014,YES,Y,114,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,24,7,0,0,24,0,12,0,"1012 HIGHWAY 3 LA MARQUE TX- 77568 5901
",3s,4m
REPORT,N,2017-02-07,428433875,1547021,1155027,Licensed Center,The Castle Childcare Center,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,GALVESTON,Full Permit,11/14/2014,YES,Y,114,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,24,7,0,0,24,0,12,0,"1012 HIGHWAY 3 LA MARQUE TX- 77568 5901
",2r,4m
REPORT,N,2017-02-07,428433875,1547021,1155027,Licensed Center,The Castle Childcare Center,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,1012 HIGHWAY 3  LA MARQUE TX- 77568 5901,GALVESTON,Full Permit,11/14/2014,YES,Y,114,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,14,24,7,0,0,24,0,12,0,"1012 HIGHWAY 3 LA MARQUE TX- 77568 5901
",1f,4m
REPORT,N,2017-04-18,428419309,815844,203286,Licensed Center,Bright Beginnings,4634 KOSTORYZ RD  CORPUS CHRISTI TX- 78415 5025,4634 KOSTORYZ RD  CORPUS CHRISTI TX- 78415 5025,NUECES,Full Permit,11/08/2002,NO,Y,237,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,5,3,0,0,7,1,1,1,"4634 KOSTORYZ RD CORPUS CHRISTI TX- 78415 5025
(27.735923, -97.408385)",2r,4m
REPORT,N,2017-04-18,428419309,815844,203286,Licensed Center,Bright Beginnings,4634 KOSTORYZ RD  CORPUS CHRISTI TX- 78415 5025,4634 KOSTORYZ RD  CORPUS CHRISTI TX- 78415 5025,NUECES,Full Permit,11/08/2002,NO,Y,237,"Infant,Toddler,Pre-Kindergarten,School",NO,NO,NO,,,6,5,3,0,0,7,1,1,1,"4634 KOSTORYZ RD CORPUS CHRISTI TX- 78415 5025
(27.735923, -97.408385)",2r,7s
REPORT,N,2017-03-06,428418917,810397,191715,Licensed Center,Mary's Little Lambs,1271 OAK ST  SCHERTZ TX- 78154 1726,1271 OAK ST  SCHERTZ TX- 78154 1726,GUADALUPE,Full Permit,10/16/2001,NO,Y,74,"Infant,Toddler,Pre-Kindergarten,School",YES,NO,NO,,,12,22,5,0,0,21,0,6,2,"1271 OAK ST SCHERTZ TX- 78154 1726
(43.956679, -84.934023)",5t,4m
REPORT,N,2017-03-06,428418917,810397,191715,Licensed Center,Mary's Little Lambs,1271 OAK ST  SCHERTZ TX- 78154 1726,1271 OAK ST  SCHERTZ TX- 78154 1726,GUADALUPE,Full Permit,10/16/2001,NO,Y,74,"Infant,Toddler,Pre-Kindergarten,School",YES,NO,NO,,,12,22,5,0,0,21,0,6,2,"1271 OAK ST SCHERTZ TX- 78154 1726
(43.956679, -84.934023)",2r,4m
